ID	block	new_block	x_t	b_t	delta_t	a_t	e_t	mu_t	c_t	tac	r_t	kappa_t	v_t	RT	initRT
72337	3	1	280	130.580773234882	149.419226765118	NaN	140.419226765118	271	1	0	0	16	0	3.13306110003032	1.93555980001111
72337	3	0	291	279.968356170474	11.0316438295261	149.387582935592	-8.96835617047388	271	0	1	1	16	0	2.4325388999423	0.350582599989139
72337	3	0	243	285.45201064113	-42.4520106411297	5.48365447065584	-14.4520106411297	271	0	2	0	16	0	4.08625300007407	0.437632400076836
72337	3	0	259	270.848764271554	-11.8487642715536	-14.6032463695761	0.151235728446371	271	0	3	1	16	0	3.3395571000874	0.440655300044455
72337	3	0	296	267.336999233933	28.6630007660672	-3.51176503762079	3.66300076606716	271	0	4	0	16	0	3.89221570000518	0.342313600005582
72337	3	0	260	274.074873149965	-14.0748731499652	6.73787391603242	-3.07487314996526	271	0	5	0	16	0	6.6328477000352	0.364481399999931
72337	3	0	283	271.31045920945	11.6895407905505	-2.76441394051572	-0.31045920944954	271	0	6	0	16	0	6.34708899992984	0.328849999932572
72337	3	0	283	271.363927531603	11.6360724683971	0.0534683221534168	-0.363927531602957	271	0	7	0	16	1	3.41516279999632	0.315813700086437
72337	3	0	256	271.23197740264	-15.2319774026398	-0.131950128963165	-0.231977402639792	271	0	8	1	16	0	2.09311210003216	0.494547000038438
72337	3	0	266	271.026696180058	-5.02669618005787	-0.205281222581913	-0.0266961800578796	271	0	9	1	16	0	2.67717839998659	0.310561700025573
72337	3	0	46	270.878700727912	135.121299272088	-0.147995452146205	88.1212992720884	359	1	0	0	16	0	2.16568150010426	0.266892699990422
72337	3	0	6	46.0693970206331	-40.0693970206331	135.190696292721	-47.0693970206331	359	0	1	0	16	0	2.72714310011361	0.244211500044912
72337	3	0	1	26.348433004967	-25.348433004967	-19.7209640156661	-27.348433004967	359	0	2	0	16	0	2.50682420004159	0.458571400027722
72337	3	0	6	17.1381952471057	-11.1381952471057	-9.21023775786125	-18.1381952471057	359	0	3	1	16	0	2.83264380006585	0.247720899991691
72337	3	0	352	15.7086378290157	-23.7086378290158	-1.42955741808999	-16.7086378290157	359	0	4	1	16	0	3.13391170010436	0.266959100030363
72337	3	0	8	10.2082263588138	-2.20822635881382	-5.50041147020192	-11.2082263588138	359	0	5	1	16	0	5.73788650007918	0.620270500076003
72337	3	0	342	359.101316379262	-17.101316379262	-11.1069099795518	-0.101316379262018	359	0	6	0	16	1	3.26878809998743	0.469817099976353
72337	3	0	358	358.670356047739	-0.670356047738642	-0.430960331523365	0.329643952261347	359	0	7	1	16	0	133.950554699986	0.734112499980256
72337	3	0	339	358.54364136566	-19.5436413656603	-0.126714682078375	0.456358634339722	359	0	8	0	16	0	5.78754330007359	0.0842946000630036
72337	3	0	54	358.630640559093	55.3693594409072	0.086999193432492	49.3693594409072	48	1	0	0	16	0	3.48251320002601	0.433092900086194
