ID	block	new_block	x_t	b_t	delta_t	a_t	e_t	mu_t	c_t	tac	r_t	kappa_t	v_t	RT	initRT
12823	3	1	81	1.31691240579323	79.6830875942068	NaN	91.6830875942068	93	1	0	0	16	0	3.1610085000284	0.94625190005172
12823	3	0	71	81.6285972401754	-10.6285972401754	80.3116848343822	11.3714027598246	93	0	1	1	16	0	1.35818810004275	0.343782100011595
12823	3	0	105	66.6243370008364	38.3756629991636	-15.004260239339	26.3756629991636	93	0	2	0	16	0	1.38080059993081	0.433880199911073
12823	3	0	127	101.710036162464	25.2899638375361	35.0856991616276	-8.71003616246392	93	0	3	0	16	0	1.14866740000434	0.48592380003538
12823	3	0	84	131.280122827676	-47.2801228276758	29.5700866652118	-38.2801228276758	93	0	4	0	16	0	0.864477599970996	0.0345631999662146
12823	3	0	357	99.966203812116	-102.966203812116	-31.3139190155598	-104.966203812116	355	1	0	0	16	0	0.757522100000642	0.0260134999407455
12823	3	0	346	349.86689008553	-3.86689008553019	-110.099313726586	5.13310991446981	355	0	1	1	16	0	0.71935560007114	0.0209186000283808
12823	3	0	338	326.829019331562	11.1709806684381	-23.0378707539683	28.1709806684381	355	0	2	1	16	0	2.40790650004055	1.02631970006041
12823	3	0	12	348.827863747833	23.1721362521672	21.9988444162709	6.17213625216717	355	0	3	1	16	0	1.85175280005205	0.0687857000157237
12823	3	0	181	350.537677791974	-169.537677791974	1.70981404414154	165.462322208026	156	1	0	0	16	0	0.762883399962448	0.0295793999684975
12823	3	0	155	168.392584324205	-13.3925843242051	177.854906532231	-12.3925843242051	156	0	1	0	16	0	0.9076716999989	0.210429599974304
12823	3	0	135	156.130192567866	-21.1301925678664	-12.2623917563387	-0.130192567866424	156	0	2	0	16	1	1.64810569991823	0.131499899900518
12823	3	0	148	134.830986391372	13.1690136086285	-21.2992061764949	21.1690136086285	156	0	3	0	16	0	1.60057900007814	0.233971300069243
12823	3	0	176	149.53445508054	26.4655449194599	14.7034686891686	6.46554491945988	156	0	4	0	16	0	0.965253600035794	0.0493413000367582
12823	3	0	322	173.758085652585	148.241914347415	24.2236305720448	139.241914347415	313	1	0	0	16	0	0.696738100028597	0.0641459000762552
12823	3	0	307	329.760449302092	-22.7604493020923	156.002363649507	-16.7604493020923	313	0	1	0	16	0	1.56796670006588	0.11860260006506
12823	3	0	327	314.154990776798	12.8450092232021	-15.6054585252944	-1.15499077679793	313	0	2	0	16	1	1.87815150001552	0.848314799950458
12823	3	0	296	332.331727667801	-36.3317276678009	18.1767368910029	-19.3317276678009	313	0	3	0	16	0	1.8656115999911	0.401165900053456
12823	3	0	306	272.960936134164	33.0390638658363	-59.3707915336371	40.0390638658363	313	0	4	0	16	0	0.784126700018533	0.319937000051141
12823	3	0	314	302.368904601356	11.6310953986444	29.4079684671918	10.6310953986444	313	0	5	1	16	0	1.62338860007003	0.326040900079533
