ID	block	new_block	x_t	b_t	delta_t	a_t	e_t	mu_t	c_t	tac	r_t	kappa_t	v_t	RT	initRT
65495	1	1	276	178.249145813457	97.7508541865428	NaN	103.750854186543	282	1	0	0	16	0	5.57624359999318	3.61265239992645
65495	1	0	273	181.224082522176	91.7759174778238	2.97493670871908	100.775917477824	282	0	1	0	16	0	2.0901783000445	0.0396307000191882
65495	1	0	272	263.844831656726	8.15516834327404	82.6207491345497	18.155168343274	282	0	2	1	16	0	3.19135780003853	0.507210399955511
65495	1	0	302	272.038794639267	29.9612053607328	8.19396298254117	9.96120536073286	282	0	3	0	16	0	1.48502729996108	0.0701198999304324
65495	1	0	277	295.407718108948	-18.4077181089484	23.3689234696813	-6.40771810894844	289	1	0	0	16	0	6.44833759998437	0.164198399987072
65495	1	0	280	289.11075236433	-9.11075236432955	-6.29696574461889	-0.110752364329552	289	0	1	1	16	1	16.2725612000795	0.179788500070572
65495	1	0	284	283.276397042316	0.723602957683995	-5.83435532201354	5.72360295768399	289	0	2	1	16	0	7.22134190006182	3.32182780001312
65495	1	0	320	284.036243467927	35.9637565320735	0.759846425610535	4.96375653207345	289	0	3	0	16	0	5.29880879994016	0.166392699931748
65495	1	0	118	301.440548129466	176.559451870534	17.4043046615394	-171.440548129466	130	1	0	0	16	0	2.96290229994338	0.229433299973607
65495	1	0	135	123.73937541356	11.2606245864397	-177.701172715906	6.26062458643973	130	0	1	1	16	0	4.24787640001159	0.298284900025465
65495	1	0	146	131.204612633903	14.7953873660968	7.46523722034292	-1.20461263390319	130	0	2	0	16	0	5.44471660000272	0.0947989000706002
65495	1	0	120	140.742283277804	-20.7422832778041	9.53767064390092	-10.7422832778041	130	0	3	1	16	0	5.59148559998721	1.45639519998804
65495	1	0	132	115.769327624339	16.2306723756613	-24.9729556534654	14.2306723756613	130	0	4	0	16	0	2.02301280002575	0.109450699994341
65495	1	0	103	128.840836970857	-25.8408369708569	13.0715093465182	1.15916302914309	130	0	5	0	16	0	2.73153430002276	0.00141809997148812
65495	1	0	112	109.11075236433	2.88924763567048	-19.7300846065274	20.8892476356705	130	0	6	1	16	0	4.48473999998532	0.618369800038636
