ID	block	new_block	x_t	b_t	delta_t	a_t	e_t	mu_t	c_t	tac	r_t	kappa_t	v_t	RT	initRT
32440	1	1	357	359.488444133413	-2.48844413341297	NaN	19.5115558665871	19	1	0	1	16	0	1.97792510001455	0.545071700005792
32440	1	0	27	356.693253519757	30.3067464802425	-2.79519061365545	22.3067464802425	19	0	1	0	16	0	1.40110019990243	0.320158199989237
32440	1	0	19	27.1811110854773	-8.18111108547726	30.4878575657198	-8.18111108547726	19	0	2	1	16	0	2.30792559997644	0.160652499995194
32440	1	0	13	18.5954407827566	-5.59544078275661	-8.58567030272064	0.40455921724339	19	0	3	1	16	0	1.22486690001097	0.0252570000011474
32440	1	0	1	12.5697918076787	-11.5697918076787	-6.0256489750779	6.43020819232129	19	0	4	0	16	0	1.57033810007852	0.355401800014079
32440	1	0	8	1.48786752882779	6.51213247117221	-11.0819242788509	17.5121324711722	19	0	5	1	16	0	1.39662969997153	0.181494999909773
32440	1	0	5	18.7780332224455	-13.7780332224455	17.2901656936177	0.221966777554488	19	0	6	1	16	1	2.91413019993342	0.114189699990675
32440	1	0	19	4.91178817250602	14.088211827494	-13.8662450499395	14.088211827494	19	0	7	1	16	0	1.73169809998944	0.464948700042441
32440	1	0	9	19.1197263299312	-10.1197263299312	14.2079381574251	-0.119726329931151	19	0	8	1	16	0	1.90702699997928	0.376426400034688
32440	1	0	19	9.31932139135949	9.68067860864051	-9.80040493857166	9.68067860864051	19	0	9	1	16	0	2.18106089998037	0.434295999933966
32440	1	0	26	18.8593542422835	7.14064575771653	9.54003285092398	0.140645757716531	19	0	10	1	16	0	1.27808399999049	0.163325499976054
32440	1	0	26	26.4583552491757	-0.458355249175728	7.59900100689226	-7.45835524917572	19	0	11	1	16	0	1.77714549994562	0.0608392999274656
32440	1	0	22	25.1894306294103	-3.18943062941026	-1.26892461976547	-6.18943062941025	19	0	12	1	16	0	2.01445280003827	0.818294400000013
32440	1	0	22	21.6055272426385	0.394472757361537	-3.5839033867718	-2.60552724263846	19	0	13	1	16	0	1.48250130005181	0.335014300071634
32440	1	0	38	22.0205965560157	15.9794034439843	0.415069313377219	-3.02059655601568	19	0	14	0	16	0	1.83507949998602	0.0866912000346929
32440	1	0	32	18.1991650530454	13.8008349469546	-3.82143150297032	0.80083494695464	19	0	15	0	16	1	2.64622360002249	0.246560100000352
32440	1	0	10	32.0501455267212	-22.0501455267212	13.8509804736758	-13.0501455267212	19	0	16	0	16	0	2.27122620004229	0.305883700028062
32440	1	0	5	10.0079798014414	-5.00797980144136	-22.0421657252798	8.99202019855864	19	0	17	1	16	0	1.91837029997259	0.305426699924283
32440	1	0	359	5.0849606047218	-6.0849606047218	-4.92301919671956	13.9150393952782	19	0	18	1	16	0	2.82953509991057	0.0790060999570414
32440	1	0	48	359.033074428356	48.9669255716443	-6.05188617636613	19.9669255716443	19	0	19	0	16	0	1.46271660004277	0.566146699944511
32440	1	0	24	48.2541161416938	-24.2541161416938	49.2210417133381	-29.2541161416938	19	0	20	0	16	0	1.73146719997749	0.00207049993332475
32440	1	0	25	24.0175545794531	0.982445420546926	-24.2365615622407	-5.01755457945308	19	0	21	1	16	0	1.25396749994252	0.220912299933843
32440	1	0	290	25.0636910006474	-95.0636910006474	1.04613642119432	-118.063691000647	267	1	0	0	16	0	1.43785740004387	0.24156460002996
32440	1	0	278	290.136303428248	-12.1363034282481	-94.9273875723993	-23.1363034282481	267	0	1	1	16	0	1.23430799995549	0.0342891999753192
32440	1	0	254	277.594643368591	-23.5946433685913	-12.5416600596568	-10.5946433685914	267	0	2	0	16	0	1.95759979996365	0.0756059000268579
32440	1	0	270	253.32615282973	16.67384717027	-24.2684905388613	13.6738471702699	267	0	3	1	16	0	2.07073959999252	0.524456199957058
32440	1	0	257	269.753036962574	-12.7530369625738	16.4268841328438	-2.75303696257383	267	0	4	0	16	0	1.45926740008872	0.196374400053173
32440	1	0	268	256.596515519727	11.4034844802729	-13.1565214428467	10.4034844802728	267	0	5	1	16	0	1.73763780004811	0.458251900039613
32440	1	0	265	267.076797068022	-2.07679706802184	10.4802815482947	-0.0767970680218627	267	0	6	1	16	0	1.4213921999326	0.371658099931665
32440	1	0	255	264.610688240027	-9.61068824002657	-2.46610882799525	2.38931175997339	267	0	7	0	16	1	2.56055319996085	0.094284399994649
32440	1	0	260	254.586418462496	5.41358153750408	-10.0242697775307	12.4135815375041	267	0	8	1	16	0	1.55074980005156	0.0840567999985069
32440	1	0	255	260.185213327948	-5.18521332794772	5.5987948654518	6.81478667205225	267	0	9	1	16	0	1.13547840004321	0.252167699974962
32440	1	0	249	255.131718641502	-6.13171864150185	-5.0534946864459	-14.1317186415018	241	1	0	1	16	0	3.03083790000528	0.433009300031699
32440	1	0	248	249.623564786164	-1.62356478616365	-5.50815385533819	-8.62356478616362	241	0	1	1	16	0	2.65100189996883	0.219408300006762
32440	1	0	218	247.659352040006	-29.6593520400059	-1.96421274615777	-6.65935204000586	241	0	2	0	16	0	1.69053759996314	0.626065999967977
32440	1	0	244	240.493000169307	3.50699983069305	-7.16635187069894	0.506999830693083	241	0	3	1	16	1	2.07507759996224	0.407511799945496
32440	1	0	235	244.255077789284	-9.25507778928389	3.76207761997694	-3.25507778928386	241	0	4	1	16	0	1.67168179992586	0.287509899935685
32440	1	0	243	234.587833024819	8.41216697518132	-9.6672447644652	6.41216697518134	241	0	5	1	16	0	1.66500699997414	0.166312300018035
32440	1	0	244	243.087003022256	0.912996977743664	8.49916999743765	-2.0870030222563	241	0	6	1	16	0	2.00549829995725	0.438755400013179
32440	1	0	292	244.00221523278	47.99778476722	0.915212210523658	58.99778476722	303	1	0	0	16	0	2.31527839996852	0.652343499939889
32440	1	0	299	291.001109645622	7.99889035437755	46.9988944128425	11.9988903543775	303	0	1	1	16	0	1.85672549996525	0.506839899928309
32440	1	0	293	299.008472241483	-6.00847224148288	8.00736259586039	3.99152775851711	303	0	2	1	16	0	1.45712649996858	0.241402099956758
32440	1	0	268	292.281664621881	-24.2816646218808	-6.72680761960209	10.7183353781192	303	0	3	0	16	0	1.24705789994914	0.0803404999896884
32440	1	0	275	267.3974377975	7.6025622024998	-24.8842268243806	35.6025622024998	303	0	4	1	16	0	1.33377660007682	0.368892600061372
