ID	block	new_block	x_t	b_t	delta_t	a_t	e_t	mu_t	c_t	tac	r_t	kappa_t	v_t	RT	initRT	confidence	confidenceRT
99031	1	1	50	358.981515652287	51.0184843477132	NaN	46.0184843477132	45	1	0	0	8	0	2.65595539985225	1.05538989976048	1	2.29895700002089
99031	1	0	62	51.1155035662854	10.8844964337146	52.1339879139986	-6.11550356628539	45	0	1	0	8	0	2.11732059996575	0.332754100207239	32	1.28386540012434
99031	1	0	74	58.8286509722802	15.1713490277198	7.71314740599478	-13.8286509722802	45	0	2	0	8	0	2.44419480022043	0.359821500256658	41	1.53437579981983
99031	1	0	63	69.805665754816	-6.80566575481602	10.9770147825358	-24.805665754816	45	0	3	1	8	0	2.5154240000993	0.284393299836665	39	1.45130919991061
99031	1	0	51	66.8791513375753	-15.8791513375753	-2.9265144172407	-21.8791513375753	45	0	4	0	8	0	2.08150359988213	0.348479699809104	50	1.43422299996018
99031	1	0	22	65.7255588655605	-43.7255588655605	-1.15359247201479	-35.7255588655605	30	1	0	0	8	0	3.4850556999445	0.519017000216991	37	1.00116389989853
99031	1	0	35	41.8603398521797	-6.86033985217972	-23.8652190133808	-11.8603398521797	30	0	1	1	8	0	1.52204400021583	0.0381065998226404	40	1.73482379969209
99031	1	0	34	38.5619504850016	-4.56195048500155	-3.29838936717816	-8.56195048500156	30	0	2	1	8	0	1.92614959971979	0.277326100040227	43	1.11757739959285
99031	1	0	25	38.7790500788404	-13.7790500788404	0.217099593838829	-8.77905007884039	30	0	3	1	8	0	1.69950379990041	0.066906999796629	46	0.918077200185508
99031	1	0	14	29.7874171313795	-15.7874171313795	-8.99163294746091	0.212582868620523	30	0	4	1	8	1	5.41842309990898	0.200074200052768	50	1.81843429990113
99031	1	0	37	21.974507991472	15.025492008528	-7.81290913990751	8.02549200852803	30	0	5	1	8	0	4.87939319992438	1.14486989984289	50	1.28413010016084
99031	1	0	38	33.4762782961027	4.5237217038973	11.5017703046307	-3.4762782961027	30	0	6	1	8	0	1.67134029977024	0.0883749998174608	50	1.33400540007278
99031	1	0	67	37.0064785063602	29.9935214936398	3.53020021025747	-7.00647850636017	30	0	7	1	8	0	2.54116920009255	0.0767608000896871	50	0.701429899781942
99031	1	0	27	31.9613434169771	-4.96134341697706	-5.04513508938312	-1.96134341697706	30	0	8	1	8	1	2.23258320009336	0.550533200148493	50	1.01813840027899
99031	1	0	58	32.1712171285446	25.8287828714554	0.20987371156753	-2.17121712854459	30	0	9	1	8	0	1.72267180029303	0.0557233998551965	50	0.783737900201231
99031	1	0	24	36.6797574826305	-12.6797574826305	4.50854035408593	-6.67975748263052	30	0	10	1	8	0	1.18795049982145	0.0879672998562455	50	0.900587900076061
99031	1	0	82	34.4084722520286	47.5915277479714	-2.27128523060191	-4.40847225202861	30	0	11	0	8	0	2.29682979965582	0.297369199804962	50	0.61755479965359
99031	1	0	76	45.7015459123452	30.2984540876548	11.2930736603166	16.2984540876548	62	1	0	0	8	0	2.91173249995336	0.363631699699908	41	1.23424070002511
99031	1	0	58	77.7995312726192	-19.7995312726192	32.097985360274	-15.7995312726192	62	0	1	1	8	0	1.64190290030092	0.177717700134963	34	1.58529289998114
99031	1	0	125	68.9225058830133	56.0774941169867	-8.87702538960594	-6.92250588301328	62	0	2	0	8	0	2.47124169999734	0.104808999691159	39	1.53497789986432
99031	1	0	62	125.052373876566	-63.0523738765658	56.1298679935526	-63.0523738765658	62	0	3	0	8	0	1.57175559969619	0.305725699756294	26	2.11775879980996
99031	1	0	67	90.6295986084103	-23.6295986084103	-34.4227752681556	-28.6295986084103	62	0	4	0	8	0	2.02579939970747	0.0761738000437617	34	2.01852699974552
99031	1	0	81	70.9065079995144	10.0934920004856	-19.7230906088959	-8.90650799951437	62	0	5	1	8	0	1.9532917002216	0.187803700100631	21	2.11784260021523
99031	1	0	53	79.1144729453413	-26.1144729453413	8.20796494582692	-17.1144729453413	62	0	6	0	8	0	1.51946830004454	0.103547000326216	35	1.50143259996548
99031	1	0	64	63.5576376707611	0.442362329238907	-15.5568352745802	-1.5576376707611	62	0	7	1	8	0	1.68772540008649	0.372799000237137	23	2.13651779992506
99031	1	0	116	64.0380400173025	51.9619599826975	0.480402346541436	-2.03804001730254	62	0	8	0	8	0	1.66258740006015	0.3811130002141	35	1.50146679999307
99031	1	0	50	90.5405101871307	-40.5405101871307	26.5024701698281	-28.5405101871307	62	0	9	0	8	0	1.28901110030711	0.34122380008921	37	1.55139569984749
99031	1	0	55	51.5738600242859	3.42613997571414	-38.9666501628448	10.4261399757141	62	0	10	1	8	0	0.952046200167388	0.0547446999698877	38	1.16749010002241
99031	1	0	67	55.9866875000894	11.0133124999106	4.41282747580351	6.01331249991062	62	0	11	1	8	0	1.27711049979553	0.0435302997939289	41	1.16756159998477
