ID	block	new_block	x_t	b_t	delta_t	a_t	e_t	mu_t	c_t	tac	r_t	kappa_t	v_t	RT	initRT	confidence	confidenceRT
99001	1	1	260	311.308614013549	-51.3086140135487	NaN	-82.3086140135487	229	1	0	0	16	0	4.42499209987	1.72484590020031	0	NaN
99001	1	0	231	246.709882759871	-15.7098827598713	-64.5987312536775	-17.7098827598713	229	0	1	1	16	0	5.86899020010605	0.115044199861586	0	NaN
99001	1	0	241	217.061735476455	23.9382645235455	-29.6481472834167	11.9382645235455	229	0	2	0	16	1	7.64604989998043	0.842084400355816	0	NaN
99001	1	0	219	255.878999523612	-36.8789995236124	38.8172640471579	-26.8789995236124	229	0	3	0	16	0	3.80952470004559	2.44416210008785	0	NaN
99001	1	0	228	206.15186762205	21.8481323779496	-49.727131901562	22.8481323779496	229	0	4	0	16	0	1.82525440026075	0.525516400113702	0	NaN
99001	1	0	30	233.935613842582	156.064386157418	27.7837462205313	140.064386157418	14	1	0	0	16	0	1.63639680016786	0.119574500247836	0	NaN
99001	1	0	348	46.9349323095528	-58.9349323095528	172.999318466971	-32.9349323095528	14	0	1	0	16	0	1.37904269993305	0.263069399632514	0	NaN
99001	1	0	25	333.083445383049	51.9165546169513	-73.8514869265041	40.9165546169513	14	0	2	0	16	0	5.11279409984127	0.327019500080496	0	NaN
99001	1	0	352	35.8376529542783	-43.8376529542783	62.7542075712296	-21.8376529542783	14	0	3	0	16	0	4.18969709984958	0.538880699779838	0	NaN
99001	1	0	344	355.205767933369	-11.2057679333693	-40.6318850209089	18.7942320666306	14	0	4	0	16	0	1.17276389990002	0.340706400107592	0	NaN
99001	1	0	31	336.801409486352	54.1985905136482	-18.4043584470176	37.1985905136482	14	0	5	0	16	0	1.98670620005578	0.0695944996550679	0	NaN
99001	1	0	16	6.63251461513846	9.36748538486154	29.8311051287867	7.36748538486154	14	0	6	1	16	0	3.16257699998096	1.61344440001994	0	NaN
99001	1	0	23	25.529697990533	-2.52969799053301	18.8971833753945	-11.529697990533	14	0	7	1	16	1	10.7547403997742	5.88533779978752	0	NaN
99001	1	0	351	31.2637316943774	-40.2637316943775	5.73403370384443	-17.2637316943774	14	0	8	0	16	0	1.7489649001509	0.615485900081694	0	NaN
99001	1	0	237	7.43140797117252	-130.431407971173	-23.8323237232049	-129.431407971173	238	1	0	0	16	0	4.40268439985812	0.133918900042772	0	NaN
99001	1	0	248	228.878524502848	19.1214754971523	-138.552883468325	9.1214754971523	238	0	1	0	16	0	3.29891250003129	0.0811252999119461	0	NaN
