ID	block	new_block	x_t	b_t	delta_t	a_t	e_t	mu_t	c_t	tac	r_t	kappa_t	v_t	RT	initRT	confidence	confidenceRT
99030	1	1	27	358.865578369023	28.1344216309771	NaN	17.1344216309771	16	1	0	0	8	0	1.81609549978748	0.569182799663395	0	5.23744949977845
99030	1	0	17	26.565051177078	-9.56505117707797	27.699472808055	-10.565051177078	16	0	1	1	8	0	2.73175840033218	0.349119500257075	43	4.22041759965941
99030	1	0	11	16.8583987677383	-5.85839876773827	-9.70665240933971	-0.858398767738267	16	0	2	1	8	1	4.32501110015437	2.36050850013271	82	6.67180710006505
99030	1	0	32	17.8297342256772	14.1702657743228	0.971335457938947	-1.82973422567722	16	0	3	1	8	0	9.55834240000695	0.988030400127172	85	4.01998949982226
99030	1	0	55	18.5660602176692	36.4339397823308	0.736325991992038	-2.56606021766925	16	0	4	0	8	0	2.1865086001344	0.706567599903792	84	5.50483749993145
99030	1	0	20	18.8078011270346	1.19219887296538	0.241740909365371	-2.80780112703462	16	0	5	1	8	0	22.7006055000238	0.554490299895406	81	3.40323000028729
99030	1	0	89	19.0380400173025	69.9619599826975	0.230238890267912	86.9619599826975	106	1	0	0	8	0	2.42008609976619	0.38649579975754	82	5.18737540021539
99030	1	0	106	89.2461516669292	16.7538483330708	70.2081116496267	16.7538483330708	106	0	1	1	8	0	1.75294400006533	0.588468299712986	32	3.78696759976447
99030	1	0	90	99.0245406262227	-9.02454062622273	9.77838895929351	6.97545937377727	106	0	2	1	8	0	1.67314739990979	0.425960299558938	50	1.5686309998855
99030	1	0	115	96.5403858281966	18.4596141718034	-2.4841547980261	9.45961417180337	106	0	3	1	8	0	3.57767419982702	1.82827199995518	60	7.92261849995703
99030	1	0	281	101.360236042757	179.639763957243	4.81985021456069	173.639763957243	275	1	0	0	8	0	2.22366530029103	0.95980569999665	63	2.48522989964113
99030	1	0	320	281.00354085175	38.9964591482505	179.643304808992	-6.00354085174953	275	0	1	1	8	0	1.66435240022838	0.399999800138175	39	3.68619110016152
99030	1	0	256	300.34324888424	-44.3432488842396	19.33970803249	-25.3432488842396	275	0	2	0	8	0	2.8639763998799	0.51406060019508	46	3.43615309987217
99030	1	0	294	283.348727113287	10.6512728867126	-16.9945217709522	-8.34872711328741	275	0	3	1	8	0	4.56485879980028	0.563243099953979	50	1.8349929000251
99030	1	0	262	286.58104784774	-24.5810478477396	3.23232073445218	-11.5810478477396	275	0	4	0	8	0	4.37386710010469	2.80812440020964	60	1.93557129986584
99030	1	0	277	280.165694879543	-3.16569487954268	-6.41535296819688	-5.16569487954271	275	0	5	1	8	0	4.25002160016447	0.581411699764431	64	2.40178079996258
99030	1	0	278	279.171729030166	-1.17172903016593	-0.993965849376764	8.82827096983406	288	1	0	1	8	0	4.05254100030288	2.170549900271	65	2.71959349978715
99030	1	0	258	277.92692668269	-19.9269266826896	-1.24480234747639	10.0730733173105	288	0	1	0	8	0	2.44738729996607	1.43278719997033	70	2.43556870007887
99030	1	0	302	276.581944655178	25.418055344822	-1.34498202751152	11.418055344822	288	0	2	0	8	0	2.182158799842	0.518096399959177	72	2.85255960002542
99030	1	0	274	277.25972404626	-3.2597240462598	0.677779391081772	10.7402759537402	288	0	3	1	8	0	2.30019270023331	0.434789700433612	70	2.81933369999751
99030	1	0	276	276.945967620763	-0.945967620762851	-0.313756425496968	11.0540323792372	288	0	4	1	8	0	1.89285969967023	0.728425299748778	67	3.41970589989796
99030	1	0	280	276.617987287987	3.38201271201292	-0.327980332775769	11.3820127120129	288	0	5	1	8	0	3.07090910011902	1.85572170000523	69	3.40247449977323
99030	1	0	286	275.163306814374	10.8366931856265	-1.45468047361354	12.8366931856265	288	0	6	1	8	0	2.18255269993097	0.417253900319338	71	3.2030079998076
99030	1	0	297	274.616352093551	22.383647906449	-0.546954720822525	13.383647906449	288	0	7	0	8	0	2.85904120001942	0.42594480002299	70	3.80338519997895
99030	1	0	272	274.763641690726	-2.76364169072615	0.147289597175179	13.2363583092738	288	0	8	1	8	0	5.26122929994017	3.4967428999953	71	2.48510729987174
99030	1	0	297	274.82521692711	22.1747830728902	0.0615752363836494	13.1747830728902	288	0	9	0	8	0	2.17733959993348	0.462268500123173	70	3.38646280020475
99030	1	0	304	273.489324905796	30.5106750942036	-1.33589202131344	14.5106750942036	288	0	10	0	8	0	1.65595749998465	0.372603499796242	67	2.16852909978479
99030	1	0	284	273.659281518661	10.3407184813392	0.169956612864408	14.3407184813392	288	0	11	1	8	0	2.84319739975035	0.408124099951237	63	2.802171099931
99030	1	0	132	273.756452547804	-141.756452547804	0.0971710291432738	-173.756452547804	100	1	0	0	8	0	2.21120550017804	1.39744949992746	62	2.13514399994165
