ID	block	new_block	x_t	b_t	delta_t	a_t	e_t	mu_t	c_t	tac	r_t	kappa_t	v_t	RT	initRT	confidence	confidenceRT
99003	1	1	168	154.642152479581	13.357847520419	NaN	-11.642152479581	143	1	0	1	16	0	2.22905629966408	0.248024999629706	0	NaN
99003	1	0	117	159.065631580557	-42.0656315805573	4.42347910097629	-16.0656315805573	143	0	1	0	16	0	5.97219649981707	0.285514399874955	0	NaN
99003	1	0	154	117.677450793376	36.3225492066242	-41.3881807871815	25.3225492066242	143	0	2	0	16	0	6.71310510020703	0.342170900199562	0	NaN
99003	1	0	153	143.068626219472	9.93137378052847	25.3911754260957	-0.0686262194715101	143	0	3	1	16	1	6.38818740006536	0.170870900154114	0	NaN
99003	1	0	121	148.150948680945	-27.1509486809447	5.08232246147318	-5.15094868094468	143	0	4	0	16	0	2.37011210015044	0.339274300262332	0	NaN
99003	1	0	123	130.571791156617	-7.57179115661674	-17.5791575243279	12.4282088433833	143	0	5	1	16	0	2.81459339987487	0.581893300171942	0	NaN
99003	1	0	143	142.917503034828	0.0824969651716797	12.3457118782116	0.0824969651716797	143	0	6	1	16	1	3.68421090021729	0.302255300339311	0	NaN
99003	1	0	133	143.47981792685	-10.47981792685	0.562314892021706	-0.479817926850027	143	0	7	1	16	0	5.1235696002841	0.440886000171304	0	NaN
99003	1	0	159	143.790543182814	15.2094568171861	0.310725255963914	-0.790543182813939	143	0	8	0	16	1	3.56823999993503	0.167230800259858	0	NaN
99003	1	0	132	154.69862137458	-22.6986213745803	10.9080781917664	-11.6986213745803	143	0	9	0	16	0	4.07444840017706	0.674499500077218	0	NaN
99003	1	0	152	143.405560710291	8.59443928970881	-11.2930606642891	-0.405560710291186	143	0	10	1	16	0	1.45846899971366	0.492664000019431	0	NaN
99003	1	0	134	147.587693381649	-13.5876933816488	4.18213267135759	-4.58769338164878	143	0	11	1	16	0	2.83165170019493	0.467114199884236	0	NaN
99003	1	0	143	140.483590444464	2.51640955553555	-7.10410293718433	2.51640955553555	143	0	12	1	16	0	2.21018829988316	0.260491800028831	0	NaN
99003	1	0	153	142.815293546767	10.1847064532331	2.33170310230244	0.184706453233117	143	0	13	1	16	0	1.7390089998953	0.173238399904221	0	NaN
99003	1	0	89	148.348727113287	-59.3487271132874	5.53343356652048	-58.3487271132874	90	1	0	0	16	0	3.35922240000218	0.409926900174469	0	NaN
99003	1	0	82	111.960564020096	-29.9605640200965	-36.3881630931909	-21.9605640200965	90	0	1	0	16	0	2.71895089978352	0.0688531999476254	0	NaN
99003	1	0	96	77.1148306002967	18.8851693997033	-34.8457334197997	12.8851693997033	90	0	2	0	16	0	1.49926739977673	0.0660472996532917	0	NaN
99003	1	0	103	87.5762286558864	15.4237713441136	10.4613980555897	2.42377134411356	90	0	3	0	16	0	2.10079149994999	0.383502199780196	0	NaN
99003	1	0	100	106.107133733881	-6.10713373388086	18.5309050779944	-16.1071337338809	90	0	4	1	16	0	1.65640749968588	0.156940199900419	0	NaN
99003	1	0	73	102.715336988895	-29.7153369888948	-3.39179674498608	-12.7153369888948	90	0	5	0	16	0	2.11168970027938	0.246632299851626	0	NaN
99003	1	0	92	82.9210783953878	9.0789216046122	-19.794258593507	7.0789216046122	90	0	6	1	16	0	1.5267650000751	0.363367199897766	0	NaN
99003	1	0	89	87.1014232007183	1.89857679928173	4.18034480533047	2.89857679928173	90	0	7	1	16	0	3.939331300091	0.0726700997911394	0	NaN
99003	1	0	124	89.400066119746	34.5999338802539	2.29864291902777	0.599933880253955	90	0	8	0	16	0	1.90984870027751	0.0759052000939846	0	NaN
99003	1	0	90	111.801409486352	-21.8014094863518	22.4013433666058	-21.8014094863518	90	0	9	0	16	0	1.42825240036473	0.0444886004552245	0	NaN
99003	1	0	100	96.921117638435	3.078882361565	-14.8802918479168	-6.921117638435	90	0	10	1	16	0	1.39520379994065	0.113568200264126	0	NaN
99003	1	0	89	99.3147797542898	-10.3147797542898	2.39366211585476	-9.31477975428976	90	0	11	1	16	0	1.93962850002572	0.22258559986949	0	NaN
99003	1	0	79	90.7298430640241	-11.7298430640241	-8.58493669026564	-0.729843064024116	90	0	12	1	16	0	2.7596467002295	0.3420076998882	0	NaN
